# mBoxItem0
2000, 2000000, 1, 1, 0.100000, false                                                                                    # Red Potion
2000, 2000001, 1, 1, 0.100000, false                                                                                    # Orange Potion
2000, 2010000, 1, 1, 0.100000, false                                                                                    # Apple
2000, 4031161, 1, 1, 1.000000, true                                                                                     # Rusty Screw
2000, 4031162, 1, 1, 1.000000, true                                                                                     # Old Wooden Board

# vFlowerItem0
1012000, 2000000, 1, 1, 0.200000, false                                                                                 # Red Potion
1012000, 4000003, 1, 1, 0.500000, false                                                                                 # Tree Branch
1012000, 4031150, 1, 1, 0.300000, true                                                                                  # Plant Sample

# s4hitmanItem0
1022000, 4031452, 1, 1, 1.000000, true                                                                                  # Shawn's Request

# s4berserkItem0
1052000, 4031471, 1, 1, 1.000000, true                                                                                  # Sayram's Shield

# vFlowerItem1
1072000, 4031165, 1, 1, 0.300000, true                                                                                  # Witchgrass Leaf

# coconut0
1102000, 4000136, 1, 1, 1.000000, false                                                                                 # Coconut

# coconut1
1102001, 4000136, 1, 1, 1.000000, false                                                                                 # Coconut

# coconut2
1102002, 4000136, 1, 1, 1.000000, false                                                                                 # Coconut

# florinaBox0
1102003, 4031302, 1, 1, 0.800000, true                                                                                  # Sea Trash
1102003, 4031321, 1, 1, 0.800000, true                                                                                  # Sea Trash

# oBoxItem0
2002000, 2000000, 1, 1, 0.100000, false                                                                                 # Red Potion
2002000, 2000001, 1, 1, 0.100000, false                                                                                 # Orange Potion
2002000, 2010000, 1, 1, 0.100000, false                                                                                 # Apple
2002000, 4031198, 1, 1, 0.800000, true                                                                                  # Empty Potion Bottle

# fgodItem0
2002001, 4001063, 1, 1, 1.000000, false                                                                                 # Cloud Piece

# fgodItem1
2002002, 4001052, 1, 1, 1.000000, false                                                                                 # 5th Small Piece

# fgodItem2
2002003, 4001055, 1, 1, 1.000000, false                                                                                 # Grass of Life

# fgodItem3
2002004, 4001056, 1, 1, 1.000000, false                                                                                 # LP : Operatic Music

# fgodItem4
2002005, 4001057, 1, 1, 1.000000, false                                                                                 # LP : Cute Music

# fgodItem5
2002006, 4001058, 1, 1, 1.000000, false                                                                                 # LP : Scary Music

# fgodItem6
2002007, 4001059, 1, 1, 1.000000, false                                                                                 # LP : Fun Music

# fgodItem7
2002008, 4001060, 1, 1, 1.000000, false                                                                                 # LP : Sad Music

# fgodItem8
2002009, 4001061, 1, 1, 1.000000, false                                                                                 # LP : Cold Music

# fgodItem9
2002010, 4001062, 1, 1, 1.000000, false                                                                                 # LP : Tight Music

# fgodItem10
2002011, 4001046, 1, 1, 1.000000, false                                                                                 # Statue of Goddess : 3rd Piece

# fgodItem11
2002012, 4001047, 1, 1, 1.000000, false                                                                                 # Statue of Goddess : 4th Piece

# fgodItem12
2002013, 4001049, 1, 1, 1.000000, false                                                                                 # Statue of Goddess : 6th Piece

# fgodItem13
