# Snail
100100, 1002067, 1, 1, 0.000800, 0                                                                                      # Green Headband
100100, 2000000, 1, 1, 0.010000, 0                                                                                      # Red Potion
100100, 2010009, 1, 1, 0.007000, 0                                                                                      # Green Apple
100100, 2040002, 1, 1, 0.000030, 0                                                                                      # Scroll for Helmet for DEF 10%
100100, 2041001, 1, 1, 0.000030, 0                                                                                      # Scroll for Cape for Magic Def. 60%
100100, 2060000, 10, 20, 0.008000, 0                                                                                    # Arrow for Bow
100100, 2061000, 10, 20, 0.008000, 0                                                                                    # Arrow for Crossbow
100100, 4000019, 1, 1, 0.400000, 0                                                                                      # Snail Shell
100100, 4010000, 1, 1, 0.002000, 0                                                                                      # Bronze Ore
100100, 4020000, 1, 1, 0.001500, 0                                                                                      # Garnet Ore

# Blue Snail
100101, 1040013, 1, 1, 0.000800, 0                                                                                      # Blue One-lined T-Shirt
100101, 1040017, 1, 1, 0.000100, 0                                                                                      # Grey / Brown Training Shirt
100101, 1041012, 1, 1, 0.000100, 0                                                                                      # Red-Striped T-Shirt
100101, 1060004, 1, 1, 0.000100, 0                                                                                      # Grey Thick Sweat Pants
100101, 1060013, 1, 1, 0.000100, 0                                                                                      # Grey / Brown Training Pants
100101, 2000000, 1, 1, 0.010000, 0                                                                                      # Red Potion
100101, 2010009, 1, 1, 0.007000, 0                                                                                      # Green Apple
100101, 2041006, 1, 1, 0.000030, 0                                                                                      # Scroll for Cape for HP 100%
100101, 2060000, 10, 20, 0.008000, 0                                                                                    # Arrow for Bow
100101, 2061000, 10, 20, 0.008000, 0                                                                                    # Arrow for Crossbow
100101, 4000000, 1, 1, 0.400000, 0                                                                                      # Blue Snail Shell
100101, 4010001, 1, 1, 0.003000, 0                                                                                      # Steel Ore
100101, 4020001, 1, 1, 0.002000, 0                                                                                      # Amethyst Ore

# Shroom
120100, 1060007, 1, 1, 0.000100, 0                                                                                      # Jean Capris
120100, 1061009, 1, 1, 0.000100, 0                                                                                      # Green Avelin Skirt
120100, 1062000, 1, 1, 0.000100, 0                                                                                      # Ice Jeans
120100, 1332006, 1, 1, 0.000100, 0                                                                                      # Field Dagger
120100, 2000000, 1, 1, 0.010000, 0                                                                                      # Red Potion
120100, 2010009, 1, 1, 0.007000, 0                                                                                      # Green Apple
120100, 2041007, 1, 1, 0.000030, 0                                                                                      # Scroll for Cape for HP 60%
120100, 2060000, 10, 20, 0.008000, 0                                                                                    # Arrow for Bow
120100, 2061000, 10, 20, 0.008000, 0                                                                                    # Arrow for Crossbow
