# Sid
11000, 1302000, 50, 1, 1, 0, 0, 0.000000                                                                                # Sword
11000, 1312004, 50, 1, 1, 0, 0, 0.000000                                                                                # Hand Axe
11000, 1322005, 50, 1, 1, 0, 0, 0.000000                                                                                # Wooden Club
11000, 1332005, 500, 1, 1, 0, 0, 0.000000                                                                               # Razor

# Lucy
11100, 2000000, 50, 1, 100, 0, 0, 0.000000                                                                              # Red Potion
11100, 2000001, 160, 1, 100, 0, 0, 0.000000                                                                             # Orange Potion
11100, 2000002, 320, 1, 100, 0, 0, 0.000000                                                                             # White Potion
11100, 2010000, 30, 1, 100, 0, 0, 0.000000                                                                              # Apple
11100, 2010002, 50, 1, 100, 0, 0, 0.000000                                                                              # Egg

# Pan
21000, 1040002, 50, 1, 1, 0, 0, 0.000000                                                                                # White Undershirt
21000, 1040006, 50, 1, 1, 0, 0, 0.000000                                                                                # Undershirt
21000, 1040010, 50, 1, 1, 0, 0, 0.000000                                                                                # Grey T-Shirt
21000, 1041002, 50, 1, 1, 0, 0, 0.000000                                                                                # White Tubetop
21000, 1041006, 50, 1, 1, 0, 0, 0.000000                                                                                # Yellow T-Shirt
21000, 1041010, 50, 1, 1, 0, 0, 0.000000                                                                                # Green T-Shirt
21000, 1041011, 50, 1, 1, 0, 0, 0.000000                                                                                # Red-Striped Top
21000, 1060002, 50, 1, 1, 0, 0, 0.000000                                                                                # Blue Jean Shorts
21000, 1060006, 50, 1, 1, 0, 0, 0.000000                                                                                # Brown Cotton Shorts
21000, 1061002, 50, 1, 1, 0, 0, 0.000000                                                                                # Red Miniskirt
21000, 1061008, 50, 1, 1, 0, 0, 0.000000                                                                                # Indigo Miniskirt
21000, 1072001, 50, 1, 1, 0, 0, 0.000000                                                                                # Red Rubber Boots
21000, 1072005, 50, 1, 1, 0, 0, 0.000000                                                                                # Leather Sandals

# Silver
1001000, 1302000, 50, 1, 1, 0, 0, 0.000000                                                                              # Sword
1001000, 1302007, 3000, 1, 1, 0, 0, 0.000000                                                                            # Long Sword
1001000, 1312000, 3000, 1, 1, 0, 0, 0.000000                                                                            # Double Axe
1001000, 1312004, 50, 1, 1, 0, 0, 0.000000                                                                              # Hand Axe
1001000, 1322005, 50, 1, 1, 0, 0, 0.000000                                                                              # Wooden Club
1001000, 1332007, 1000, 1, 1, 0, 0, 0.000000                                                                            # Fruit Knife
1001000, 2070000, 0, 0, 500, 0, 0, 0.300000                                                                             # Subi Throwing-Stars
1001000, 2070001, 0, 0, 500, 0, 0, 0.400000                                                                             # Wolbi Throwing-Stars
1001000, 2070002, 0, 0, 700, 0, 0, 0.500000                                                                             # Mokbi Throwing-Stars
1001000, 2070003, 0, 0, 500, 0, 0, 0.600000                                                                             # Kumbi Throwing-Stars
1001000, 2070004, 0, 0, 1000, 0, 0, 0.600000                                                                            # Tobi Throwing-Stars
1001000, 2070005, 0, 0, 1000, 0, 0, 0.700000                                                                            # Steely Throwing-Knives
1001000, 2070006, 0, 0, 800, 0, 0, 0.800000                                                                             # Ilbi Throwing-Stars
1001000, 2070007, 0, 0, 1000, 0, 0, 1.000000                                                                            # Hwabi Throwing-Stars
1001000, 2070008, 0, 0, 800, 0, 0, 1.000000                                                                             # Snowball
1001000, 2070009, 0, 0, 800, 0, 0, 1.000000                                                                             # Wooden Top
1001000, 2070010, 0, 0, 800, 0, 0, 1.000000                                                                             # Icicle
1001000, 2070011, 0, 0, 800, 0, 0, 1.000000                                                                             # Maple Throwing-Stars
1001000, 2070016, 0, 0, 800, 0, 0, 1.000000                                                                             # Crystal Ilbi Throwing-Stars

# Natasha
1001001, 1002001, 3000, 1, 1, 0, 0, 0.000000                                                                            # Metal Gear
1001001, 1002008, 500, 1, 1, 0, 0, 0.000000                                                                             # Brown Skullcap
1001001, 1002014, 1000, 1, 1, 0, 0, 0.000000                                                                            # Red Headband
1001001, 1002019, 2000, 1, 1, 0, 0, 0.000000                                                                            # White Bandana
1001001, 1002066, 450, 1, 1, 0, 0, 0.000000                                                                             # Black Headband
1001001, 1002067, 450, 1, 1, 0, 0, 0.000000                                                                             # Green Headband
1001001, 1002068, 450, 1, 1, 0, 0, 0.000000                                                                             # Yellow Headband
1001001, 1002069, 450, 1, 1, 0, 0, 0.000000                                                                             # Blue Headband
1001001, 1002132, 800, 1, 1, 0, 0, 0.000000                                                                             # Black Swimming Cap
1001001, 1002133, 800, 1, 1, 0, 0, 0.000000                                                                             # Blue Swimming Cap
1001001, 1002134, 800, 1, 1, 0, 0, 0.000000                                                                             # Red Swimming Cap
1001001, 1040013, 3000, 1, 1, 0, 0, 0.000000                                                                            # Blue One-lined T-Shirt
1001001, 1040014, 3000, 1, 1, 0, 0, 0.000000                                                                            # Orange Sporty T-Shirt
1001001, 1041004, 3000, 1, 1, 0, 0, 0.000000                                                                            # Pink Starry Shirt
1001001, 1041012, 3000, 1, 1, 0, 0, 0.000000                                                                            # Red-Striped T-Shirt
1001001, 1060004, 2800, 1, 1, 0, 0, 0.000000                                                                            # Grey Thick Sweat Pants
1001001, 1060007, 1000, 1, 1, 0, 0, 0.000000                                                                            # Jean Capris
1001001, 1062000, 4800, 1, 1, 0, 0, 0.000000                                                                            # Ice Jeans
1001001, 1062001, 4800, 1, 1, 0, 0, 0.000000                                                                            # Sandblasted Jeans
1001001, 1072001, 50, 1, 1, 0, 0, 0.000000                                                                              # Red Rubber Boots
1001001, 1072005, 50, 1, 1, 0, 0, 0.000000                                                                              # Leather Sandals
1001001, 1072008, 5000, 1, 1, 0, 0, 0.000000                                                                            # Bronze Aroa Boots
1001001, 1072017, 10000, 1, 1, 0, 0, 0.000000                                                                           # Blue Ankle-strap Sandals
1001001, 1072037, 50, 1, 1, 0, 0, 0.000000                                                                              # Yellow Rubber Boots
1001001, 1072038, 50, 1, 1, 0, 0, 0.000000                                                                              # Blue Rubber Boots
1001001, 1072048, 5000, 1, 1, 0, 0, 0.000000                                                                            # Brown Aroa Boots
1001001, 1072049, 5000, 1, 1, 0, 0, 0.000000                                                                            # Green Aroa Boots
1001001, 1072062, 10000, 1, 1, 0, 0, 0.000000                                                                           # Red Ankle-strap Sandals
1001001, 1072063, 10000, 1, 1, 0, 0, 0.000000                                                                           # Brown Ankle-strap Sandals
1001001, 1092003, 2000, 1, 1, 0, 0, 0.000000                                                                            # Stolen Fence
1001001, 2070000, 0, 0, 500, 0, 0, 0.300000                                                                             # Subi Throwing-Stars
1001001, 2070001, 0, 0, 500, 0, 0, 0.400000                                                                             # Wolbi Throwing-Stars
1001001, 2070002, 0, 0, 700, 0, 0, 0.500000                                                                             # Mokbi Throwing-Stars
1001001, 2070003, 0, 0, 500, 0, 0, 0.600000                                                                             # Kumbi Throwing-Stars
1001001, 2070004, 0, 0, 1000, 0, 0, 0.600000                                                                            # Tobi Throwing-Stars
1001001, 2070005, 0, 0, 1000, 0, 0, 0.700000                                                                            # Steely Throwing-Knives
1001001, 2070006, 0, 0, 800, 0, 0, 0.800000                                                                             # Ilbi Throwing-Stars
1001001, 2070007, 0, 0, 1000, 0, 0, 1.000000                                                                            # Hwabi Throwing-Stars
1001001, 2070008, 0, 0, 800, 0, 0, 1.000000                                                                             # Snowball
1001001, 2070009, 0, 0, 800, 0, 0, 1.000000                                                                             # Wooden Top
1001001, 2070010, 0, 0, 800, 0, 0, 1.000000                                                                             # Icicle
1001001, 2070011, 0, 0, 800, 0, 0, 1.000000                                                                             # Maple Throwing-Stars
1001001, 2070016, 0, 0, 800, 0, 0, 1.000000                                                                             # Crystal Ilbi Throwing-Stars
1001001, 3010001, 1000, 1, 1, 0, 0, 0.000000                                                                            # Sky-blue Wooden Chair

# Mina
1001100, 2000000, 50, 1, 100, 0, 0, 0.000000                                                                            # Red Potion
1001100, 2000001, 160, 1, 100, 0, 0, 0.000000                                                                           # Orange Potion
1001100, 2000002, 320, 1, 100, 0, 0, 0.000000                                                                           # White Potion
1001100, 2000003, 200, 1, 100, 0, 0, 0.000000                                                                           # Blue Potion
1001100, 2000006, 620, 1, 100, 0, 0, 0.000000                                                                           # Mana Elixir
1001100, 2002000, 500, 1, 100, 0, 0, 0.000000                                                                           # Dexterity Potion
1001100, 2002001, 400, 1, 100, 0, 0, 0.000000                                                                           # Speed Potion
1001100, 2002002, 500, 1, 100, 0, 0, 0.000000                                                                           # Magic Potion
1001100, 2002004, 500, 1, 100, 0, 0, 0.000000                                                                           # Warrior Potion
1001100, 2002005, 500, 1, 100, 0, 0, 0.000000                                                                           # Sniper Potion
1001100, 2010000, 30, 1, 100, 0, 0, 0.000000                                                                            # Apple
1001100, 2010001, 106, 1, 100, 0, 0, 0.000000                                                                           # Meat
1001100, 2010002, 50, 1, 100, 0, 0, 0.000000                                                                            # Egg
1001100, 2010003, 100, 1, 100, 0, 0, 0.000000                                                                           # Orange
1001100, 2010004, 310, 1, 100, 0, 0, 0.000000                                                                           # Lemon
1001100, 2020028, 3000, 1, 100, 0, 0, 0.000000                                                                          # Chocolate
1001100, 2030000, 400, 1, 100, 0, 0, 0.000000                                                                           # Return Scroll - Nearest Town
1001100, 2030001, 500, 1, 100, 0, 0, 0.000000                                                                           # Return Scroll to Lith Harbor
1001100, 2060000, 1, 1, 2000, 0, 0, 0.000000                                                                            # Arrow for Bow
1001100, 2061000, 1, 1, 2000, 0, 0, 0.000000                                                                            # Arrow for Crossbow
